abbr,sentence_a,sentence_b,sentence_c
ABG,"All subjects also underwent blood pressure, simple spirometric, and arterial blood gas ( ABG ) measurements; cardiac evaluation by radionuclide scanning and CPET; and an overnight polysomnography sleep study before and after nasal CPAP treatment.","All subjects also underwent blood pressure, simple spirometric, and arterial blood gas ( ABG ) measurements; cardiac evaluation by radionuclide scanning and CPET; and an overnight polysomnography sleep study before and after nasal CPAP treatment.","All subjects also underwent blood pressure, simple spirometric, and arterial blood gas ( ABG ) measurements; cardiac evaluation by radionuclide scanning and CPET; and an overnight polysomnography sleep study before and after nasal CPAP treatment."
ABG,Oxygen therapy was commonly not guided by arterial blood gas ( ABG ) analysis.,Oxygen therapy was commonly not guided by arterial blood gas ( ABG ) analysis.,Oxygen therapy was commonly not guided by arterial blood gas ( ABG ) analysis.
ABG,MEASUREMENTS AND RESULTS: Measurements of arterial blood gas ( ABG ) tensions were obtained before the start of each tracheostomy and every 3 min during the procedure.,MEASUREMENTS AND RESULTS: Measurements of arterial blood gas ( ABG ) tensions were obtained before the start of each tracheostomy and every 3 min during the procedure.,MEASUREMENTS AND RESULTS: Measurements of arterial blood gas ( ABG ) tensions were obtained before the start of each tracheostomy and every 3 min during the procedure.
ABG,At my institution we have used CIS data to study changes in patients' code status and to evaluate a protocol for arterial blood gas ( ABG ) testing.,At my institution we have used CIS data to study changes in patients' code status and to evaluate a protocol for arterial blood gas ( ABG ) testing.,At my institution we have used CIS data to study changes in patients' code status and to evaluate a protocol for arterial blood gas ( ABG ) testing.
ABG,"After anesthesia, the trachea was extubated when intravenous naloxone, which was titrated in separate 50- micro g doses, established an acceptable level of consciousness and arterial blood gas ( ABG ) status under spontaneous respiration; this was followed by continuous infusion started at the rate of the sum of the bolus doses per hour.","After anesthesia, the trachea was extubated when intravenous naloxone, which was titrated in separate 50- micro g doses, established an acceptable level of consciousness and arterial blood gas ( ABG ) status under spontaneous respiration; this was followed by continuous infusion started at the rate of the sum of the bolus doses per hour.","After anesthesia, the trachea was extubated when intravenous naloxone, which was titrated in separate 50- micro g doses, established an acceptable level of consciousness and arterial blood gas ( ABG ) status under spontaneous respiration; this was followed by continuous infusion started at the rate of the sum of the bolus doses per hour."
ABG,"RESULTS: Areas of significant improvement from 1996-1997 to 2000 include reduction in the use of theophylline (10.1% vs 3.1%, p<0.0001), increased use of systemic steroid prescriptions at discharge (57.7% vs 77.2%, p<0.0001), decreased use of arterial blood gas ( ABG ) analyses as part of the initial patient assessment (10.2% vs 4.5%, p = 0.02) and to document improvement after treatments (18.8% vs 8.9%, p = 0.03) and increased use of pulse oximetry as part of the initial patient assessment (95.1% vs 98.1%, p = 0.05).","RESULTS: Areas of significant improvement from 1996-1997 to 2000 include reduction in the use of theophylline (10.1% vs 3.1%, p<0.0001), increased use of systemic steroid prescriptions at discharge (57.7% vs 77.2%, p<0.0001), decreased use of arterial blood gas ( ABG ) analyses as part of the initial patient assessment (10.2% vs 4.5%, p = 0.02) and to document improvement after treatments (18.8% vs 8.9%, p = 0.03) and increased use of pulse oximetry as part of the initial patient assessment (95.1% vs 98.1%, p = 0.05).","RESULTS: Areas of significant improvement from 1996-1997 to 2000 include reduction in the use of theophylline (10.1% vs 3.1%, p<0.0001), increased use of systemic steroid prescriptions at discharge (57.7% vs 77.2%, p<0.0001), decreased use of arterial blood gas ( ABG ) analyses as part of the initial patient assessment (10.2% vs 4.5%, p = 0.02) and to document improvement after treatments (18.8% vs 8.9%, p = 0.03) and increased use of pulse oximetry as part of the initial patient assessment (95.1% vs 98.1%, p = 0.05)."
ABG,Arterial blood was withdrawn for arterial blood gas ( ABG ) measurements every 60 minutes.,Arterial blood was withdrawn for arterial blood gas ( ABG ) measurements every 60 minutes.,Arterial blood was withdrawn for arterial blood gas ( ABG ) measurements every 60 minutes.
ABG,"BACKGROUND AND PURPOSE: arterial blood gas ( ABG ) analysis is useful in evaluation of the clinical condition of critically ill patients; however, arterial puncture or insertion of an arterial catheter may cause many complications.","BACKGROUND AND PURPOSE: arterial blood gas ( ABG ) analysis is useful in evaluation of the clinical condition of critically ill patients; however, arterial puncture or insertion of an arterial catheter may cause many complications.","BACKGROUND AND PURPOSE: arterial blood gas ( ABG ) analysis is useful in evaluation of the clinical condition of critically ill patients; however, arterial puncture or insertion of an arterial catheter may cause many complications."
ABR,Auditory brainstem response ( ABR ) thresholds were used to evaluate auditory function in mice carrying the Frings Mgr1 allele and were compared with other AGS-susceptible and -resistant mice.,Auditory brainstem response ( ABR ) thresholds were used to evaluate auditory function in mice carrying the Frings Mgr1 allele and were compared with other AGS-susceptible and -resistant mice.,Auditory brainstem response ( ABR ) thresholds were used to evaluate auditory function in mice carrying the Frings Mgr1 allele and were compared with other AGS-susceptible and -resistant mice.
ABR,"The Auditory brainstem response ( ABR ), a measure of neural synchrony, was used to estimate auditory sensitivity in the eastern screech owl (Megascops asio).","The Auditory brainstem response ( ABR ), a measure of neural synchrony, was used to estimate auditory sensitivity in the eastern screech owl (Megascops asio).","The Auditory brainstem response ( ABR ), a measure of neural synchrony, was used to estimate auditory sensitivity in the eastern screech owl (Megascops asio)."
ABR,Most ENT physicians who are not capable of behavioral testing tend to evaluate hearing of infants only from testing Auditory brainstem response ( ABR ).,Most ENT physicians who are not capable of behavioral testing tend to evaluate hearing of infants only from testing Auditory brainstem response ( ABR ).,Most ENT physicians who are not capable of behavioral testing tend to evaluate hearing of infants only from testing Auditory brainstem response ( ABR ).
ABR,Otoacoustic emissions and Auditory brainstem response ( ABR ) suggested the presence of auditory neuropathy in affected individuals.,Otoacoustic emissions and Auditory brainstem response ( ABR ) suggested the presence of auditory neuropathy in affected individuals.,Otoacoustic emissions and Auditory brainstem response ( ABR ) suggested the presence of auditory neuropathy in affected individuals.
ABR,"CONCLUSIONS: Based on the Auditory brainstem response ( ABR ) results obtained in this study, the incidence of deafness in children whose mothers had rubella during pregnancy is high (29.5%), and deafness is profound in most cases (80%).","CONCLUSIONS: Based on the Auditory brainstem response ( ABR ) results obtained in this study, the incidence of deafness in children whose mothers had rubella during pregnancy is high (29.5%), and deafness is profound in most cases (80%).","CONCLUSIONS: Based on the Auditory brainstem response ( ABR ) results obtained in this study, the incidence of deafness in children whose mothers had rubella during pregnancy is high (29.5%), and deafness is profound in most cases (80%)."
ABR,"To test the hearing impairment, frequency-specific Auditory brainstem response ( ABR ) measurements were performed at different ages in two genetic backgrounds (C57Bl/6J and CBA/Ca), but no differences between Dfna5-/- and Dfna5+/+ mice could be demonstrated.","To test the hearing impairment, frequency-specific Auditory brainstem response ( ABR ) measurements were performed at different ages in two genetic backgrounds (C57Bl/6J and CBA/Ca), but no differences between Dfna5-/- and Dfna5+/+ mice could be demonstrated.","To test the hearing impairment, frequency-specific Auditory brainstem response ( ABR ) measurements were performed at different ages in two genetic backgrounds (C57Bl/6J and CBA/Ca), but no differences between Dfna5-/- and Dfna5+/+ mice could be demonstrated."
ABR,We investigated the effect of aminoglycoside ototoxicity in GLAST knockout mice using the recorded Auditory brainstem response ( ABR ) and number of hair cells in the cochlea.,We investigated the effect of aminoglycoside ototoxicity in GLAST knockout mice using the recorded Auditory brainstem response ( ABR ) and number of hair cells in the cochlea.,We investigated the effect of aminoglycoside ototoxicity in GLAST knockout mice using the recorded Auditory brainstem response ( ABR ) and number of hair cells in the cochlea.
ABR,"In controls, Auditory brainstem response ( ABR ) thresholds increased by 25-45 dB immediately after noise and returned to pre-exposure baseline thresholds 7 days later.","In controls, Auditory brainstem response ( ABR ) thresholds increased by 25-45 dB immediately after noise and returned to pre-exposure baseline thresholds 7 days later.","In controls, Auditory brainstem response ( ABR ) thresholds increased by 25-45 dB immediately after noise and returned to pre-exposure baseline thresholds 7 days later."
ABR,"In the second experiment, the same protocol was applied to eight sham-exposed and 16 exposed guinea pigs at 4W/kg, but the Auditory brainstem response ( ABR ) thresholds were monitored.","In the second experiment, the same protocol was applied to eight sham-exposed and 16 exposed guinea pigs at 4W/kg, but the Auditory brainstem response ( ABR ) thresholds were monitored.","In the second experiment, the same protocol was applied to eight sham-exposed and 16 exposed guinea pigs at 4W/kg, but the Auditory brainstem response ( ABR ) thresholds were monitored."
ABR,"After one week, Auditory brainstem response ( ABR ) recordings and extracellular single-unit recordings from spontaneously active neurons within the IC slice were performed in noise-exposed and in normal hearing control mice.","After one week, Auditory brainstem response ( ABR ) recordings and extracellular single-unit recordings from spontaneously active neurons within the IC slice were performed in noise-exposed and in normal hearing control mice.","After one week, Auditory brainstem response ( ABR ) recordings and extracellular single-unit recordings from spontaneously active neurons within the IC slice were performed in noise-exposed and in normal hearing control mice."
ABR,"Through assessment by Auditory brainstem response ( ABR ), knock-out mice were shown to have progressive hearing loss.","Through assessment by Auditory brainstem response ( ABR ), knock-out mice were shown to have progressive hearing loss.","Through assessment by Auditory brainstem response ( ABR ), knock-out mice were shown to have progressive hearing loss."
ABR,"It is the first time that the Auditory brainstem response ( ABR ) recording technique has been used on invertebrates, and the acquisition of hearing ability data from the present study adds valuable information to the inclusion of an entire sub-phylum of animals when assessing the potential impact of anthropogenic underwater sounds on marine organisms.","It is the first time that the Auditory brainstem response ( ABR ) recording technique has been used on invertebrates, and the acquisition of hearing ability data from the present study adds valuable information to the inclusion of an entire sub-phylum of animals when assessing the potential impact of anthropogenic underwater sounds on marine organisms.","It is the first time that the Auditory brainstem response ( ABR ) recording technique has been used on invertebrates, and the acquisition of hearing ability data from the present study adds valuable information to the inclusion of an entire sub-phylum of animals when assessing the potential impact of anthropogenic underwater sounds on marine organisms."
ABR,"By contrast, no alteration in the thresholds of the Auditory brainstem response ( ABR ) was observed from 3 to 12 weeks of age; however, ABR thresholds were significantly elevated from age 24 weeks and onwards.","By contrast, no alteration in the thresholds of the Auditory brainstem response ( ABR ) was observed from 3 to 12 weeks of age; however, ABR thresholds were significantly elevated from age 24 weeks and onwards.","By contrast, no alteration in the thresholds of the Auditory brainstem response ( ABR ) was observed from 3 to 12 weeks of age; however, ABR thresholds were significantly elevated from age 24 weeks and onwards."
ABR,Biocompatibility was assessed by comparing Auditory brainstem response ( ABR ) thresholds and by examining tympanic membrane changes following tube resorption.,Biocompatibility was assessed by comparing Auditory brainstem response ( ABR ) thresholds and by examining tympanic membrane changes following tube resorption.,Biocompatibility was assessed by comparing Auditory brainstem response ( ABR ) thresholds and by examining tympanic membrane changes following tube resorption.
ACE,As angiotensin-converting enzyme ( ACE ) activity controls angiotensin II there might be a rationale for the use of ACE inhibitors to prevent or treat ED.,As angiotensin-converting enzyme ( ACE ) activity controls angiotensin II there might be a rationale for the use of ACE inhibitors to prevent or treat ED.,As angiotensin-converting enzyme ( ACE ) activity controls angiotensin II there might be a rationale for the use of ACE inhibitors to prevent or treat ED.
ACE,"The aim of the present study was to assess the effect of treatment with the angiotensin II receptor blocker telmisartan for 24 weeks on myocardial structure and function in patients with essential hypertension, and the relationship between this effect and the structural polymorphism of the angiotensin-converting enzyme ( ACE ) gene.","The aim of the present study was to assess the effect of treatment with the angiotensin II receptor blocker telmisartan for 24 weeks on myocardial structure and function in patients with essential hypertension, and the relationship between this effect and the structural polymorphism of the angiotensin-converting enzyme ( ACE ) gene.","The aim of the present study was to assess the effect of treatment with the angiotensin II receptor blocker telmisartan for 24 weeks on myocardial structure and function in patients with essential hypertension, and the relationship between this effect and the structural polymorphism of the angiotensin-converting enzyme ( ACE ) gene."
ACE,We examined the effects of enalapril ( angiotensin-converting enzyme ( ACE ) inhibitor) or losartan (angiotensin AT1 receptor antagonist) on duodenal HCO3- secretion in rats and investigated the mechanisms involved in the renin-angiotensin system-related HCO3- response.,We examined the effects of enalapril ( angiotensin-converting enzyme ( ACE ) inhibitor) or losartan (angiotensin AT1 receptor antagonist) on duodenal HCO3- secretion in rats and investigated the mechanisms involved in the renin-angiotensin system-related HCO3- response.,We examined the effects of enalapril ( angiotensin-converting enzyme ( ACE ) inhibitor) or losartan (angiotensin AT1 receptor antagonist) on duodenal HCO3- secretion in rats and investigated the mechanisms involved in the renin-angiotensin system-related HCO3- response.
ACE,"Using synthetic substrates for measuring angiotensin-converting enzyme ( ACE ) and chymase activities, it was found that both ACE and chymase activities in extracts from SHR aortas were significantly higher than in those from WKY rat aortas.","Using synthetic substrates for measuring angiotensin-converting enzyme ( ACE ) and chymase activities, it was found that both ACE and chymase activities in extracts from SHR aortas were significantly higher than in those from WKY rat aortas.","Using synthetic substrates for measuring angiotensin-converting enzyme ( ACE ) and chymase activities, it was found that both ACE and chymase activities in extracts from SHR aortas were significantly higher than in those from WKY rat aortas."
ACE,"angiotensin-converting enzyme ( ACE ) inhibitors have demonstrated important advantages over conventional agents such as beta-blockers and thiazide diuretics, and have become a relevant part of treatment for heart failure post-myocardial infarction, left ventricular dysfunction and renal disease.","angiotensin-converting enzyme ( ACE ) inhibitors have demonstrated important advantages over conventional agents such as beta-blockers and thiazide diuretics, and have become a relevant part of treatment for heart failure post-myocardial infarction, left ventricular dysfunction and renal disease.","angiotensin-converting enzyme ( ACE ) inhibitors have demonstrated important advantages over conventional agents such as beta-blockers and thiazide diuretics, and have become a relevant part of treatment for heart failure post-myocardial infarction, left ventricular dysfunction and renal disease."
ACE,It has been reported that the incidence of angiotensin-converting enzyme ( ACE ) inhibitor-related dry cough is significantly less with the ACE inhibitor imidapril than with the ACE inhibitor enalapril in hypertensive patients.,It has been reported that the incidence of angiotensin-converting enzyme ( ACE ) inhibitor-related dry cough is significantly less with the ACE inhibitor imidapril than with the ACE inhibitor enalapril in hypertensive patients.,It has been reported that the incidence of angiotensin-converting enzyme ( ACE ) inhibitor-related dry cough is significantly less with the ACE inhibitor imidapril than with the ACE inhibitor enalapril in hypertensive patients.
ACE,Vasopeptidase inhibitors simultaneously inhibit angiotensin-converting enzyme ( ACE ) and neutral endopeptidase.,Vasopeptidase inhibitors simultaneously inhibit angiotensin-converting enzyme ( ACE ) and neutral endopeptidase.,Vasopeptidase inhibitors simultaneously inhibit angiotensin-converting enzyme ( ACE ) and neutral endopeptidase.
ACE,"CONTEXT: Physical performance in response to exercise appears to be influenced by the angiotensin-converting enzyme ( ACE ) insertion (I)/deletion (D) genotype in young adults, but whether this relationship could help explain variation in older individuals' response to exercise has not been well studied.","CONTEXT: Physical performance in response to exercise appears to be influenced by the angiotensin-converting enzyme ( ACE ) insertion (I)/deletion (D) genotype in young adults, but whether this relationship could help explain variation in older individuals' response to exercise has not been well studied.","CONTEXT: Physical performance in response to exercise appears to be influenced by the angiotensin-converting enzyme ( ACE ) insertion (I)/deletion (D) genotype in young adults, but whether this relationship could help explain variation in older individuals' response to exercise has not been well studied."
ACE,"Preliminary human studies are underway, yet no studies have demonstrated efficacy in combination with standard medical therapy, i.e. angiotensin-converting enzyme ( ACE ) inhibitors and beta-blockers.","Preliminary human studies are underway, yet no studies have demonstrated efficacy in combination with standard medical therapy, i.e. angiotensin-converting enzyme ( ACE ) inhibitors and beta-blockers.","Preliminary human studies are underway, yet no studies have demonstrated efficacy in combination with standard medical therapy, i.e. angiotensin-converting enzyme ( ACE ) inhibitors and beta-blockers."
ACL,"Additionally, femoral notch narrowing at the anterior cruciate ligament ( ACL ) insertion site is associated with disease severity, but it is unknown whether ligament deterioration precedes or follows osteophyte formation.","Additionally, femoral notch narrowing at the anterior cruciate ligament ( ACL ) insertion site is associated with disease severity, but it is unknown whether ligament deterioration precedes or follows osteophyte formation.","Additionally, femoral notch narrowing at the anterior cruciate ligament ( ACL ) insertion site is associated with disease severity, but it is unknown whether ligament deterioration precedes or follows osteophyte formation."
ACL,This study reports the initial clinical results of 540 degrees of graft rotation or free tibial bone block to address graft tunnel mismatch in endoscopic anterior cruciate ligament ( ACL ) reconstruction.,This study reports the initial clinical results of 540 degrees of graft rotation or free tibial bone block to address graft tunnel mismatch in endoscopic anterior cruciate ligament ( ACL ) reconstruction.,This study reports the initial clinical results of 540 degrees of graft rotation or free tibial bone block to address graft tunnel mismatch in endoscopic anterior cruciate ligament ( ACL ) reconstruction.
ACL,Four patients had anterior cruciate ligament ( ACL ) tear.,Four patients had anterior cruciate ligament ( ACL ) tear.,Four patients had anterior cruciate ligament ( ACL ) tear.
ACL,The press-fit fixation technique has become an alternative fixation method in anterior cruciate ligament ( ACL ) reconstruction.,The press-fit fixation technique has become an alternative fixation method in anterior cruciate ligament ( ACL ) reconstruction.,The press-fit fixation technique has become an alternative fixation method in anterior cruciate ligament ( ACL ) reconstruction.
ACL,"Primary reconstruction of the anterior cruciate ligament ( ACL ) restores knee stability in up to 95% of patients, but instability can recur.","Primary reconstruction of the anterior cruciate ligament ( ACL ) restores knee stability in up to 95% of patients, but instability can recur.","Primary reconstruction of the anterior cruciate ligament ( ACL ) restores knee stability in up to 95% of patients, but instability can recur."
ACL,OBJECTIVE: The objective of our study was to evaluate the MRI characteristics of anterior cruciate ligament ( ACL ) injuries and associated findings relative to skeletal maturity.,OBJECTIVE: The objective of our study was to evaluate the MRI characteristics of anterior cruciate ligament ( ACL ) injuries and associated findings relative to skeletal maturity.,OBJECTIVE: The objective of our study was to evaluate the MRI characteristics of anterior cruciate ligament ( ACL ) injuries and associated findings relative to skeletal maturity.
ACL,"These were drilled with 2-mm Kirschner's wires, using an anterior cruciate ligament ( ACL ) reamer, medial to the tibial tuberosity.","These were drilled with 2-mm Kirschner's wires, using an anterior cruciate ligament ( ACL ) reamer, medial to the tibial tuberosity.","These were drilled with 2-mm Kirschner's wires, using an anterior cruciate ligament ( ACL ) reamer, medial to the tibial tuberosity."
ACL,Six NCAA Division I wrestlers at The University of Iowa tore an anterior cruciate ligament ( ACL ) during the 2002-03 season.,Six NCAA Division I wrestlers at The University of Iowa tore an anterior cruciate ligament ( ACL ) during the 2002-03 season.,Six NCAA Division I wrestlers at The University of Iowa tore an anterior cruciate ligament ( ACL ) during the 2002-03 season.
ACL,The empirical data include 17 qualitative illness narratives and several years of fieldwork observing patients with anterior cruciate ligament ( ACL ) injuries in a physiotherapy clinic.,The empirical data include 17 qualitative illness narratives and several years of fieldwork observing patients with anterior cruciate ligament ( ACL ) injuries in a physiotherapy clinic.,The empirical data include 17 qualitative illness narratives and several years of fieldwork observing patients with anterior cruciate ligament ( ACL ) injuries in a physiotherapy clinic.
ACL,"The authors performed a prospective evaluation of serial MR images of the knee of four patients (three men and one woman; age range, 28-53 years; mean age, 36.8 years) after arthroscopic anterior cruciate ligament ( ACL ) reconstruction.","The authors performed a prospective evaluation of serial MR images of the knee of four patients (three men and one woman; age range, 28-53 years; mean age, 36.8 years) after arthroscopic anterior cruciate ligament ( ACL ) reconstruction.","The authors performed a prospective evaluation of serial MR images of the knee of four patients (three men and one woman; age range, 28-53 years; mean age, 36.8 years) after arthroscopic anterior cruciate ligament ( ACL ) reconstruction."
ACL,BACKGROUND AND PURPOSE: Dynamic knee stabilization strategies of people who successfully compensate for the absence of an anterior cruciate ligament ( ACL ) ('copers') are different from those of people who do not compensate well for the injury ('noncopers').,BACKGROUND AND PURPOSE: Dynamic knee stabilization strategies of people who successfully compensate for the absence of an anterior cruciate ligament ( ACL ) ('copers') are different from those of people who do not compensate well for the injury ('noncopers').,BACKGROUND AND PURPOSE: Dynamic knee stabilization strategies of people who successfully compensate for the absence of an anterior cruciate ligament ( ACL ) ('copers') are different from those of people who do not compensate well for the injury ('noncopers').
ACL,OBJECTIVE: To compare satisfaction levels after reconstruction of the anterior cruciate ligament ( ACL ) between inpatients and outpatients by means of a valid and comprehensive outcome tool.,OBJECTIVE: To compare satisfaction levels after reconstruction of the anterior cruciate ligament ( ACL ) between inpatients and outpatients by means of a valid and comprehensive outcome tool.,OBJECTIVE: To compare satisfaction levels after reconstruction of the anterior cruciate ligament ( ACL ) between inpatients and outpatients by means of a valid and comprehensive outcome tool.
ACL,OBJECTIVE: To determine whether the ability to discriminate weights remained accurate after anterior cruciate ligament ( ACL ) injury.,OBJECTIVE: To determine whether the ability to discriminate weights remained accurate after anterior cruciate ligament ( ACL ) injury.,OBJECTIVE: To determine whether the ability to discriminate weights remained accurate after anterior cruciate ligament ( ACL ) injury.
ACL,BACKGROUND: Numerous factors may explain the greater rate of anterior cruciate ligament ( ACL ) injuries in female athletes.,BACKGROUND: Numerous factors may explain the greater rate of anterior cruciate ligament ( ACL ) injuries in female athletes.,BACKGROUND: Numerous factors may explain the greater rate of anterior cruciate ligament ( ACL ) injuries in female athletes.
ACL,Weakness and failure of voluntary activation of the quadriceps femoris muscles often occur after anterior cruciate ligament ( ACL ) rupture.,Weakness and failure of voluntary activation of the quadriceps femoris muscles often occur after anterior cruciate ligament ( ACL ) rupture.,Weakness and failure of voluntary activation of the quadriceps femoris muscles often occur after anterior cruciate ligament ( ACL ) rupture.
